,Name,Age,Height,Weight,NOC,Year,City,Sport,Event,Medal,Times_Participated,Participation_Number
248589,Sanne Martha van der Star,19.0,171.0,68.0,NED,2006,Torino,Speed Skating,Speed Skating Women's 500 metres,no medal,1,1
248688,Annouk Maria van der Weijden,27.0,172.0,61.0,NED,2014,Sochi,Speed Skating,"Speed Skating Women's 3,000 metres",no medal,1,1
248719,Paulien Ilse Maria van Deutekom,25.0,171.0,72.0,NED,2006,Torino,Speed Skating,"Speed Skating Women's 1,500 metres",no medal,1,1
248720,Paulien Ilse Maria van Deutekom,25.0,171.0,72.0,NED,2006,Torino,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),no medal,1,1
248766,Annita van Doorn,26.0,169.0,58.0,NED,2010,Vancouver,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,no medal,1,1
248767,Annita van Doorn,26.0,169.0,58.0,NED,2010,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Women's 1,000 metres",no medal,1,1
248768,Annita van Doorn,26.0,169.0,58.0,NED,2010,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",no medal,1,1
248833,Sondra Van Ert,33.0,175.0,66.0,USA,1998,Nagano,Snowboarding,Snowboarding Women's Giant Slalom,no medal,2,1
248834,Sondra Van Ert,37.0,175.0,66.0,USA,2002,Salt Lake City,Snowboarding,Snowboarding Women's Parallel Giant Slalom,no medal,2,2
248882,Yvonne Maria Therse van Gennip,19.0,166.0,66.0,NED,1984,Sarajevo,Speed Skating,"Speed Skating Women's 1,000 metres",no medal,3,1
248883,Yvonne Maria Therse van Gennip,19.0,166.0,66.0,NED,1984,Sarajevo,Speed Skating,"Speed Skating Women's 1,500 metres",no medal,3,1
248884,Yvonne Maria Therse van Gennip,19.0,166.0,66.0,NED,1984,Sarajevo,Speed Skating,"Speed Skating Women's 3,000 metres",no medal,3,1
248885,Yvonne Maria Therse van Gennip,23.0,166.0,66.0,NED,1988,Calgary,Speed Skating,"Speed Skating Women's 1,500 metres",Gold,3,2
248886,Yvonne Maria Therse van Gennip,23.0,166.0,66.0,NED,1988,Calgary,Speed Skating,"Speed Skating Women's 3,000 metres",Gold,3,2
248887,Yvonne Maria Therse van Gennip,23.0,166.0,66.0,NED,1988,Calgary,Speed Skating,"Speed Skating Women's 5,000 metres",Gold,3,2
248888,Yvonne Maria Therse van Gennip,27.0,166.0,66.0,NED,1992,Albertville,Speed Skating,"Speed Skating Women's 1,500 metres",no medal,3,3
248889,Yvonne Maria Therse van Gennip,27.0,166.0,66.0,NED,1992,Albertville,Speed Skating,"Speed Skating Women's 3,000 metres",no medal,3,3
248959,Kitty van Haperen,29.0,172.0,77.0,NED,2006,Torino,Bobsleigh,Bobsleigh Women's Two,no medal,1,1
248998,Marie-France van Helden (Vives-),28.0,160.0,57.0,FRA,1988,Calgary,Speed Skating,Speed Skating Women's 500 metres,no medal,1,1
248999,Marie-France van Helden (Vives-),28.0,160.0,57.0,FRA,1988,Calgary,Speed Skating,"Speed Skating Women's 3,000 metres",no medal,1,1
249101,Sanne Cora van Kerkhof,22.0,163.0,53.0,NED,2010,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",no medal,2,1
249102,Sanne Cora van Kerkhof,26.0,163.0,53.0,NED,2014,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",no medal,2,2
249103,Yara Nina van Kerkhof,23.0,163.0,52.0,NED,2014,Sochi,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,no medal,1,1
249104,Yara Nina van Kerkhof,23.0,163.0,52.0,NED,2014,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 1,000 metres",no medal,1,1
249105,Yara Nina van Kerkhof,23.0,163.0,52.0,NED,2014,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 1,500 metres",no medal,1,1
249106,Yara Nina van Kerkhof,23.0,163.0,52.0,NED,2014,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",no medal,1,1
249120,Jolle van Koetsveld-van Ankeren,18.0,172.0,60.0,NED,1992,Albertville,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,no medal,1,1
249121,Jolle van Koetsveld-van Ankeren,18.0,172.0,60.0,NED,1992,Albertville,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",no medal,1,1
249158,Josy Van Leberghe,21.162721893491124,156.74261603375527,46.94009216589862,BEL,1928,Sankt Moritz,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
249364,Laurine van Riessen,22.0,167.0,63.0,NED,2010,Vancouver,Speed Skating,Speed Skating Women's 500 metres,no medal,3,1
249365,Laurine van Riessen,22.0,167.0,63.0,NED,2010,Vancouver,Speed Skating,"Speed Skating Women's 1,000 metres",Bronze,3,1
249366,Laurine van Riessen,22.0,167.0,63.0,NED,2010,Vancouver,Speed Skating,"Speed Skating Women's 1,500 metres",no medal,3,1
249367,Laurine van Riessen,26.0,167.0,63.0,NED,2014,Sochi,Speed Skating,Speed Skating Women's 500 metres,no medal,3,2
249431,Lara Victoria van Ruijven,21.0,168.0,58.0,NED,2014,Sochi,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,no medal,1,1
249432,Lara Victoria van Ruijven,21.0,168.0,58.0,NED,2014,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",no medal,1,1
249456,Lia van Schie,21.0,173.0,61.0,NED,1992,Albertville,Speed Skating,"Speed Skating Women's 1,500 metres",no medal,1,1
249457,Lia van Schie,21.0,173.0,61.0,NED,1992,Albertville,Speed Skating,"Speed Skating Women's 3,000 metres",no medal,1,1
249458,Lia van Schie,21.0,173.0,61.0,NED,1992,Albertville,Speed Skating,"Speed Skating Women's 5,000 metres",no medal,1,1
249697,Vanessa-Mae Vanakorn Nicholson,35.0,158.0,55.0,THA,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,1,1
249773,Kelly Vanderbeek,23.0,173.0,66.0,CAN,2006,Torino,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,1,1
249774,Kelly Vanderbeek,23.0,173.0,66.0,CAN,2006,Torino,Alpine Skiing,Alpine Skiing Women's Super G,no medal,1,1
249893,Angeli VanLaanen,28.0,163.0,59.0,USA,2014,Sochi,Freestyle Skiing,Freestyle Skiing Women's Halfpipe,no medal,1,1
249935,Bice Vanzetta,26.0,173.0,61.0,ITA,1988,Calgary,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,no medal,3,1
249936,Bice Vanzetta,30.0,173.0,61.0,ITA,1992,Albertville,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,no medal,3,2
249937,Bice Vanzetta,30.0,173.0,61.0,ITA,1992,Albertville,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,no medal,3,2
249938,Bice Vanzetta,30.0,173.0,61.0,ITA,1992,Albertville,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,no medal,3,2
249939,Bice Vanzetta,30.0,173.0,61.0,ITA,1992,Albertville,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze,3,2
249940,Bice Vanzetta,32.0,173.0,61.0,ITA,1994,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,no medal,3,3
249941,Bice Vanzetta,32.0,173.0,61.0,ITA,1994,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,no medal,3,3
249942,Bice Vanzetta,32.0,173.0,61.0,ITA,1994,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze,3,3
250202,Kaisa Maarit Varis,26.0,171.0,62.0,FIN,2002,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's Sprint,no medal,1,1
250203,Kaisa Maarit Varis,26.0,171.0,62.0,FIN,2002,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,no medal,1,1
250204,Kaisa Maarit Varis,26.0,171.0,62.0,FIN,2002,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 5/5 kilometres Pursuit,no medal,1,1
250205,Kaisa Maarit Varis,26.0,171.0,62.0,FIN,2002,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,no medal,1,1
250390,Nadezhda Vasileva,19.0,175.0,70.0,BUL,1998,Nagano,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,5,4
250391,Nadezhda Vasileva,23.0,175.0,70.0,BUL,2002,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,5,5
250392,Nadezhda Vasileva,23.0,175.0,70.0,BUL,2002,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,5,5
250393,Nadezhda Vasileva,22.0,165.0,60.0,BUL,1960,Squaw Valley,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,no medal,5,1
250394,Nadezhda Vasileva,26.0,165.0,60.0,BUL,1964,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,no medal,5,2
250395,Nadezhda Vasileva,26.0,165.0,60.0,BUL,1964,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,no medal,5,2
250396,Nadezhda Vasileva,26.0,165.0,60.0,BUL,1964,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,no medal,5,2
250397,Nadezhda Vasileva,30.0,165.0,60.0,BUL,1968,Grenoble,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,no medal,5,3
250398,Nadezhda Vasileva,30.0,165.0,60.0,BUL,1968,Grenoble,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,no medal,5,3
250399,Nadezhda Vasileva,30.0,165.0,60.0,BUL,1968,Grenoble,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,no medal,5,3
250414,Aleksandra Vasiljevi,19.0,163.0,57.0,BIH,2006,Torino,Biathlon,Biathlon Women's 7.5 kilometres Sprint,no medal,1,1
250415,Aleksandra Vasiljevi,19.0,163.0,57.0,BIH,2006,Torino,Biathlon,Biathlon Women's 15 kilometres,no medal,1,1
250472,Olga Vladimirovna Vasilyonok,25.0,176.0,70.0,BLR,2006,Torino,Cross Country Skiing,Cross Country Skiing Women's Sprint,no medal,2,1
250473,Olga Vladimirovna Vasilyonok,25.0,176.0,70.0,BLR,2006,Torino,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,no medal,2,1
250474,Olga Vladimirovna Vasilyonok,25.0,176.0,70.0,BLR,2006,Torino,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,no medal,2,1
250475,Olga Vladimirovna Vasilyonok,25.0,176.0,70.0,BLR,2006,Torino,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,no medal,2,1
250476,Olga Vladimirovna Vasilyonok,29.0,176.0,70.0,BLR,2010,Vancouver,Cross Country Skiing,Cross Country Skiing Women's Sprint,no medal,2,2
250477,Olga Vladimirovna Vasilyonok,29.0,176.0,70.0,BLR,2010,Vancouver,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,no medal,2,2
250478,Olga Vladimirovna Vasilyonok,29.0,176.0,70.0,BLR,2010,Vancouver,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,no medal,2,2
250479,Olga Vladimirovna Vasilyonok,29.0,176.0,70.0,BLR,2010,Vancouver,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,no medal,2,2
250486,Svetlana Vasina,30.0,152.0,51.0,KAZ,2002,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,no medal,1,1
250544,Olga Vassiljeva,14.0,170.0,51.11940298507463,EST,1992,Albertville,Figure Skating,Figure Skating Women's Singles,no medal,1,1
250619,Sandrine Vaucher,22.0,163.0,67.0,SUI,1994,Lillehammer,Freestyle Skiing,Freestyle Skiing Women's Moguls,no medal,1,1
250657,Despoina Vavatsi,23.0,168.0,58.0,GRE,2002,Salt Lake City,Biathlon,Biathlon Women's 7.5 kilometres Sprint,no medal,1,1
250658,Despoina Vavatsi,23.0,168.0,58.0,GRE,2002,Salt Lake City,Biathlon,Biathlon Women's 15 kilometres,no medal,1,1
250674,Annick Vaxelaire-Pierrel,23.0,166.0,58.0,FRA,1998,Nagano,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,no medal,2,1
250675,Annick Vaxelaire-Pierrel,23.0,166.0,58.0,FRA,1998,Nagano,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,no medal,2,1
250676,Annick Vaxelaire-Pierrel,23.0,166.0,58.0,FRA,1998,Nagano,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,no medal,2,1
250677,Annick Vaxelaire-Pierrel,23.0,166.0,58.0,FRA,1998,Nagano,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,no medal,2,1
250678,Annick Vaxelaire-Pierrel,27.0,166.0,58.0,FRA,2002,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,no medal,2,2
250679,Annick Vaxelaire-Pierrel,27.0,166.0,58.0,FRA,2002,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 5/5 kilometres Pursuit,no medal,2,2
250730,Miriam Vzquez,20.0,170.0,65.0,ARG,2006,Torino,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,1,1
250818,Olga Vedyacheva,23.0,167.2341650671785,62.97674418604651,KAZ,1994,Lillehammer,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,1,1
250819,Olga Vedyacheva,23.0,167.97520661157026,64.59166666666667,KAZ,1994,Lillehammer,Alpine Skiing,Alpine Skiing Women's Super G,no medal,1,1
250820,Olga Vedyacheva,23.0,168.6690909090909,65.13186813186813,KAZ,1994,Lillehammer,Alpine Skiing,Alpine Skiing Women's Combined,no medal,1,1
250837,Tine Veenstra,26.0,183.0,78.0,NED,2010,Vancouver,Bobsleigh,Bobsleigh Women's Two,no medal,1,1
250936,Zdeka Vejnarov,20.0,168.0,50.0,CZE,2002,Salt Lake City,Biathlon,Biathlon Women's 15 kilometres,no medal,3,1
250937,Zdeka Vejnarov,24.0,168.0,50.0,CZE,2006,Torino,Biathlon,Biathlon Women's 7.5 kilometres Sprint,no medal,3,2
250938,Zdeka Vejnarov,24.0,168.0,50.0,CZE,2006,Torino,Biathlon,Biathlon Women's 10 kilometres Pursuit,no medal,3,2
250939,Zdeka Vejnarov,24.0,168.0,50.0,CZE,2006,Torino,Biathlon,Biathlon Women's 15 kilometres,no medal,3,2
250940,Zdeka Vejnarov,24.0,168.0,50.0,CZE,2006,Torino,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,no medal,3,2
250941,Zdeka Vejnarov,28.0,168.0,50.0,CZE,2010,Vancouver,Biathlon,Biathlon Women's 7.5 kilometres Sprint,no medal,3,3
250942,Zdeka Vejnarov,28.0,168.0,50.0,CZE,2010,Vancouver,Biathlon,Biathlon Women's 10 kilometres Pursuit,no medal,3,3
250943,Zdeka Vejnarov,28.0,168.0,50.0,CZE,2010,Vancouver,Biathlon,Biathlon Women's 15 kilometres,no medal,3,3
250944,Zdeka Vejnarov,28.0,168.0,50.0,CZE,2010,Vancouver,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,no medal,3,3
251153,Martina Velikov,20.0,163.0,55.0,SVK,2010,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,no medal,1,1
251247,Monique Cornelia Annamaria Velzeboer,22.0,166.0,60.0,NED,1992,Albertville,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,no medal,1,1
251248,Monique Cornelia Annamaria Velzeboer,22.0,166.0,60.0,NED,1992,Albertville,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",no medal,1,1
251249,Simone Catharina Maria Velzeboer,24.0,168.0,58.0,NED,1992,Albertville,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,no medal,1,1
251250,Simone Catharina Maria Velzeboer,24.0,168.0,58.0,NED,1992,Albertville,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",no medal,1,1
251272,Vida Vencien (Mogenyt-),30.0,169.0,63.0,LTU,1992,Albertville,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,no medal,3,2
251273,Vida Vencien (Mogenyt-),30.0,169.0,63.0,LTU,1992,Albertville,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,no medal,3,2
251274,Vida Vencien (Mogenyt-),30.0,169.0,63.0,LTU,1992,Albertville,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,no medal,3,2
251275,Vida Vencien (Mogenyt-),30.0,169.0,63.0,LTU,1992,Albertville,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,no medal,3,2
251276,Vida Vencien (Mogenyt-),32.0,169.0,63.0,LTU,1994,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,no medal,3,3
251277,Vida Vencien (Mogenyt-),32.0,169.0,63.0,LTU,1994,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,no medal,3,3
251278,Vida Vencien (Mogenyt-),32.0,169.0,63.0,LTU,1994,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,no medal,3,3
252084,"Jessica Ann ""Jessie"" Vetter",24.0,173.0,70.0,USA,2010,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,2,1
252085,"Jessica Ann ""Jessie"" Vetter",28.0,173.0,70.0,USA,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,2,2
252105,Lorna Vevers,29.0,170.0,73.0,GBR,2010,Vancouver,Curling,Curling Women's Curling,no medal,1,1
252137,Irene Viaene,18.0,156.0,48.0,ARG,1968,Grenoble,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,1,1
252138,Irene Viaene,18.0,156.0,48.0,ARG,1968,Grenoble,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,1,1
252242,Tania Vicent,22.0,168.0,59.0,CAN,1998,Nagano,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,no medal,4,1
252243,Tania Vicent,22.0,168.0,59.0,CAN,1998,Nagano,Short Track Speed Skating,"Short Track Speed Skating Women's 1,000 metres",no medal,4,1
252244,Tania Vicent,22.0,168.0,59.0,CAN,1998,Nagano,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze,4,1
252245,Tania Vicent,26.0,168.0,59.0,CAN,2002,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze,4,2
252246,Tania Vicent,30.0,168.0,59.0,CAN,2006,Torino,Short Track Speed Skating,"Short Track Speed Skating Women's 1,000 metres",no medal,4,3
252247,Tania Vicent,30.0,168.0,59.0,CAN,2006,Torino,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Silver,4,3
252248,Tania Vicent,34.0,168.0,59.0,CAN,2010,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Women's 1,000 metres",no medal,4,4
252249,Tania Vicent,34.0,168.0,59.0,CAN,2010,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Women's 1,500 metres",no medal,4,4
252250,Tania Vicent,34.0,168.0,59.0,CAN,2010,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Silver,4,4
252315,Vera Viczin,37.0,179.0,73.0,HUN,2010,Vancouver,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,no medal,1,1
252326,Doriane Monique Vidal,21.0,168.0,56.0,FRA,1998,Nagano,Snowboarding,Snowboarding Women's Halfpipe,no medal,3,1
252327,Doriane Monique Vidal,25.0,168.0,56.0,FRA,2002,Salt Lake City,Snowboarding,Snowboarding Women's Halfpipe,Silver,3,2
252328,Doriane Monique Vidal,29.0,168.0,56.0,FRA,2006,Torino,Snowboarding,Snowboarding Women's Halfpipe,no medal,3,3
252362,Vanessa Vidal,27.0,168.0,64.0,FRA,2002,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,2,1
252363,Vanessa Vidal,31.0,168.0,64.0,FRA,2006,Torino,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,2,2
252478,Sabrina Viel,32.0,166.0,53.0,ITA,2006,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,no medal,1,1
252499,Sonia Vierin,24.0,162.0,59.0,ITA,2002,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,1,1
252546,Jrunn Viggsdttir,18.0,166.35752688172042,61.264021887824896,ISL,1976,Innsbruck,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,1,1
252547,Jrunn Viggsdttir,18.0,167.17142857142858,61.881379310344826,ISL,1976,Innsbruck,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,1,1
252600,Kristel Viigipuu,19.0,166.0,57.0,EST,2010,Vancouver,Biathlon,Biathlon Women's 7.5 kilometres Sprint,no medal,1,1
252601,Kristel Viigipuu,19.0,166.0,57.0,EST,2010,Vancouver,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,no medal,1,1
252602,Merle Viirmaa,19.0,172.0,69.0,EST,1994,Lillehammer,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,no medal,1,1
252627,Ingrid Anna Kristina Vikman,21.0,168.0,74.0,SWE,2002,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,2,1
252628,Ingrid Anna Kristina Vikman,25.0,168.0,74.0,SWE,2006,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,2,2
252753,Helga Mara Vilhjlmsdttir,18.0,171.0,64.59166666666667,ISL,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Super G,no medal,1,1
252754,Helga Mara Vilhjlmsdttir,18.0,171.0,61.264021887824896,ISL,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,1,1
252755,Helga Mara Vilhjlmsdttir,18.0,171.0,61.881379310344826,ISL,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,1,1
252775,Annmari Viljanmaa (-Hakola),28.0,178.0,61.0,FIN,2002,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,no medal,1,1
252776,Annmari Viljanmaa (-Hakola),28.0,178.0,61.0,FIN,2002,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,no medal,1,1
252777,Annmari Viljanmaa (-Hakola),28.0,178.0,61.0,FIN,2002,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,no medal,1,1
252789,Tuula Helena Kariina Vilkas (-Pntinen),21.0,162.0,59.5,FIN,1972,Sapporo,Speed Skating,Speed Skating Women's 500 metres,no medal,2,1
252790,Tuula Helena Kariina Vilkas (-Pntinen),21.0,162.0,59.5,FIN,1972,Sapporo,Speed Skating,"Speed Skating Women's 1,000 metres",no medal,2,1
252791,Tuula Helena Kariina Vilkas (-Pntinen),21.0,162.0,59.5,FIN,1972,Sapporo,Speed Skating,"Speed Skating Women's 1,500 metres",no medal,2,1
252792,Tuula Helena Kariina Vilkas (-Pntinen),21.0,162.0,59.5,FIN,1972,Sapporo,Speed Skating,"Speed Skating Women's 3,000 metres",no medal,2,1
252793,Tuula Helena Kariina Vilkas (-Pntinen),25.0,162.0,59.5,FIN,1976,Innsbruck,Speed Skating,"Speed Skating Women's 1,000 metres",no medal,2,2
252794,Tuula Helena Kariina Vilkas (-Pntinen),25.0,162.0,59.5,FIN,1976,Innsbruck,Speed Skating,"Speed Skating Women's 1,500 metres",no medal,2,2
252795,Tuula Helena Kariina Vilkas (-Pntinen),25.0,162.0,59.5,FIN,1976,Innsbruck,Speed Skating,"Speed Skating Women's 3,000 metres",no medal,2,2
252963,Sophie Villeneuve,22.0,165.0,58.0,FRA,1992,Albertville,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,no medal,4,1
252964,Sophie Villeneuve,22.0,165.0,58.0,FRA,1992,Albertville,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,no medal,4,1
252965,Sophie Villeneuve,22.0,165.0,58.0,FRA,1992,Albertville,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,no medal,4,1
252966,Sophie Villeneuve,22.0,165.0,58.0,FRA,1992,Albertville,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,no medal,4,1
252967,Sophie Villeneuve,24.0,165.0,58.0,FRA,1994,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,no medal,4,2
252968,Sophie Villeneuve,24.0,165.0,58.0,FRA,1994,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,no medal,4,2
252969,Sophie Villeneuve,24.0,165.0,58.0,FRA,1994,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,no medal,4,2
252970,Sophie Villeneuve,24.0,165.0,58.0,FRA,1994,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,no medal,4,2
252971,Sophie Villeneuve,28.0,165.0,58.0,FRA,1998,Nagano,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,no medal,4,3
252972,Sophie Villeneuve,28.0,165.0,58.0,FRA,1998,Nagano,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,no medal,4,3
252973,Sophie Villeneuve,28.0,165.0,58.0,FRA,1998,Nagano,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,no medal,4,3
252974,Sophie Villeneuve,28.0,165.0,58.0,FRA,1998,Nagano,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,no medal,4,3
252985,Tea Villil,22.0,168.0,63.0,FIN,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,no medal,1,1
252987,Clara Villoslada Pinto,25.0,170.0,61.0,ESP,2006,Torino,Snowboarding,Snowboarding Women's Halfpipe,no medal,1,1
253016,Olga Gennadyevna Vilukhina,25.0,172.0,65.0,RUS,2014,Sochi,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Silver,1,1
253017,Olga Gennadyevna Vilukhina,25.0,172.0,65.0,RUS,2014,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,no medal,1,1
253018,Olga Gennadyevna Vilukhina,25.0,172.0,65.0,RUS,2014,Sochi,Biathlon,Biathlon Women's 10 kilometres Pursuit,no medal,1,1
253019,Olga Gennadyevna Vilukhina,25.0,172.0,65.0,RUS,2014,Sochi,Biathlon,Biathlon Women's 12.5 kilometres Mass Start,no medal,1,1
253020,Olga Gennadyevna Vilukhina,25.0,172.0,65.0,RUS,2014,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver,1,1
253024,milie Vina,23.0,161.0,56.0,FRA,2006,Torino,Cross Country Skiing,Cross Country Skiing Women's Sprint,no medal,2,1
253025,milie Vina,23.0,161.0,56.0,FRA,2006,Torino,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,no medal,2,1
253026,milie Vina,27.0,161.0,56.0,FRA,2010,Vancouver,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,no medal,2,2
253054,Jane Catherine Vincent,25.0,160.0,52.0,CAN,1992,Albertville,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,no medal,1,1
253055,Jane Catherine Vincent,25.0,160.0,52.0,CAN,1992,Albertville,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,no medal,1,1
253056,Jane Catherine Vincent,25.0,160.0,52.0,CAN,1992,Albertville,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,no medal,1,1
