,Name,Age,Height,Weight,NOC,Year,City,Medal,Times_Participated,Participation_Number
43231,Grard Coignot,21.001237623762375,184.52136752136752,77.05985915492958,FRA,1956,Melbourne,no medal,1,1
43301,Federico Colbertaldo,19.0,182.0,67.0,ITA,2008,Beijing,no medal,1,1
43302,Federico Colbertaldo,19.0,182.0,67.0,ITA,2008,Beijing,no medal,1,1
43332,"Richard Phillip ""Rick"" Colella, Jr.",20.0,186.0,82.0,USA,1972,Munich,no medal,2,1
43333,"Richard Phillip ""Rick"" Colella, Jr.",24.0,186.0,82.0,USA,1976,Montreal,Bronze,2,2
43502,Michael Collier,24.0,186.23314065510598,80.04255319148936,SLE,1996,Atlanta,no medal,1,1
43506,Jacques Collignon,20.5518018018018,182.85055643879173,76.7433110367893,FRA,1956,Melbourne,no medal,1,1
43507,Jacques Collignon,20.276410998552823,181.81048387096774,74.88191489361702,FRA,1956,Melbourne,no medal,1,1
43508,Jacques Collignon,21.29383886255924,185.22486288848262,78.87200383509108,FRA,1956,Melbourne,no medal,1,1
43515,Karl Gustav Adolf Collin,21.0,181.81048387096774,74.88191489361702,SWE,1912,Stockholm,no medal,1,1
43554,Ian Collins,21.0,183.0,83.0,GBR,1984,Los Angeles,no medal,1,1
43555,Ian Collins,21.0,183.0,83.0,GBR,1984,Los Angeles,no medal,1,1
43668,Marco Colombo,23.0,185.0,80.0,ITA,1984,Los Angeles,no medal,1,1
43669,Marco Colombo,23.0,185.0,80.0,ITA,1984,Los Angeles,no medal,1,1
43670,Marco Colombo,23.0,185.0,80.0,ITA,1984,Los Angeles,no medal,1,1
43686,Filiberto Colon,18.0,157.0,71.0,PUR,1984,Los Angeles,no medal,1,1
43687,Filiberto Colon,18.0,157.0,71.0,PUR,1984,Los Angeles,no medal,1,1
43736,Dimitri Colupaev,22.0,189.0,89.0,GER,2012,London,no medal,1,1
43754,Drago Cristian Coman,19.0,176.0,62.0,ROU,2000,Sydney,no medal,3,1
43755,Drago Cristian Coman,19.0,176.0,62.0,ROU,2000,Sydney,no medal,3,1
43756,Drago Cristian Coman,19.0,176.0,62.0,ROU,2000,Sydney,no medal,3,1
43757,Drago Cristian Coman,19.0,176.0,62.0,ROU,2000,Sydney,no medal,3,1
43758,Drago Cristian Coman,23.0,176.0,62.0,ROU,2004,Athina,no medal,3,2
43759,Drago Cristian Coman,23.0,176.0,62.0,ROU,2004,Athina,no medal,3,2
43760,Drago Cristian Coman,27.0,176.0,62.0,ROU,2008,Beijing,no medal,3,3
43761,Drago Cristian Coman,27.0,176.0,62.0,ROU,2008,Beijing,no medal,3,3
43787,Jorge Comas Lpez,18.0,166.0,75.0,ESP,1972,Munich,no medal,2,1
43788,Jorge Comas Lpez,18.0,166.0,75.0,ESP,1972,Munich,no medal,2,1
43789,Jorge Comas Lpez,18.0,166.0,75.0,ESP,1972,Munich,no medal,2,1
43790,Jorge Comas Lpez,22.0,166.0,75.0,ESP,1976,Montreal,no medal,2,2
43791,Jorge Comas Lpez,22.0,166.0,75.0,ESP,1976,Montreal,no medal,2,2
43807,Bernard Combet,18.0,178.0,76.0,FRA,1972,Munich,no medal,1,1
43895,Lee Patrick Concepcion,20.0,178.0,65.0,PHI,1988,Seoul,no medal,2,1
43896,Lee Patrick Concepcion,20.0,178.0,65.0,PHI,1988,Seoul,no medal,2,1
43897,Lee Patrick Concepcion,24.0,178.0,65.0,PHI,1992,Barcelona,no medal,2,2
43898,Lee Patrick Concepcion,24.0,178.0,65.0,PHI,1992,Barcelona,no medal,2,2
43899,Lee Patrick Concepcion,24.0,178.0,65.0,PHI,1992,Barcelona,no medal,2,2
43900,Ren Concepcion,19.0,173.0,66.0,PHI,1988,Seoul,no medal,1,1
43901,Ren Concepcion,19.0,173.0,66.0,PHI,1988,Seoul,no medal,1,1
43902,Ren Concepcion,19.0,173.0,66.0,PHI,1988,Seoul,no medal,1,1
43903,Ren Concepcion,19.0,173.0,66.0,PHI,1988,Seoul,no medal,1,1
43910,Ricardo Conde Rosales,21.0,185.30803571428572,79.37983587338805,ESP,1952,Helsinki,no medal,1,1
43921,Santo Condorelli,21.0,188.0,88.0,CAN,2016,Rio de Janeiro,no medal,1,1
43922,Santo Condorelli,21.0,188.0,88.0,CAN,2016,Rio de Janeiro,no medal,1,1
43923,Santo Condorelli,21.0,188.0,88.0,CAN,2016,Rio de Janeiro,no medal,1,1
43924,Santo Condorelli,21.0,188.0,88.0,CAN,2016,Rio de Janeiro,no medal,1,1
43940,Antonio Conelli,18.0,185.30803571428572,79.37983587338805,ITA,1928,Amsterdam,no medal,1,1
43941,Antonio Conelli,18.0,185.22486288848262,78.87200383509108,ITA,1928,Amsterdam,no medal,1,1
43942,Gary Robert Conelly,19.0,189.0,79.0,USA,1972,Munich,Gold,1,1
43943,Gary Robert Conelly,19.0,189.0,79.0,USA,1972,Munich,Gold,1,1
43984,"John ""Jack"" Conger",21.0,193.0,80.0,USA,2016,Rio de Janeiro,Gold,1,1
44093,Alberto Conrad Machuca,26.0,185.30803571428572,79.37983587338805,BOL,1936,Berlin,no medal,1,1
44096,Lars Conrad,24.0,187.0,80.0,GER,2000,Sydney,no medal,2,1
44097,Lars Conrad,28.0,187.0,80.0,GER,2004,Athina,no medal,2,2
44098,Lars Conrad,28.0,187.0,80.0,GER,2004,Athina,no medal,2,2
44099,Lars Conrad,28.0,187.0,80.0,GER,2004,Athina,Silver,2,2
44245,"Keith Cawthon ""Casey"" Converse",18.0,186.0,62.0,USA,1976,Montreal,no medal,1,1
44292,Christopher Anthony Cook,25.0,180.0,76.0,GBR,2004,Athina,no medal,2,1
44293,Christopher Anthony Cook,29.0,180.0,76.0,GBR,2008,Beijing,no medal,2,2
44294,Christopher Anthony Cook,29.0,180.0,76.0,GBR,2008,Beijing,no medal,2,2
44319,Robert James Cook,15.0,182.85055643879173,76.7433110367893,BER,1948,London,no medal,2,1
44320,Robert James Cook,15.0,185.22486288848262,78.87200383509108,BER,1948,London,no medal,2,1
44321,Robert James Cook,19.0,185.30803571428572,79.37983587338805,BER,1952,Helsinki,no medal,2,2
44322,Robert James Cook,19.0,182.85055643879173,76.7433110367893,BER,1952,Helsinki,no medal,2,2
44323,Robert James Cook,19.0,181.81048387096774,74.88191489361702,BER,1952,Helsinki,no medal,2,2
44363,Edward J. L. Cooke,21.505691056910567,185.30803571428572,79.37983587338805,ANZ,1908,London,no medal,1,1
44364,Edward J. L. Cooke,21.66626065773447,182.00843170320405,76.69405594405595,ANZ,1908,London,no medal,1,1
44421,Simon Coombs,20.0,184.0,72.0,AUS,1996,Atlanta,no medal,1,1
44442,"Bradford Paul ""Brad"" Cooper",18.0,160.0,72.0,AUS,1972,Munich,Gold,1,1
44443,"Bradford Paul ""Brad"" Cooper",18.0,160.0,72.0,AUS,1972,Munich,no medal,1,1
44444,"Bradford Paul ""Brad"" Cooper",18.0,160.0,72.0,AUS,1972,Munich,no medal,1,1
44445,"Bradford Paul ""Brad"" Cooper",18.0,160.0,72.0,AUS,1972,Munich,no medal,1,1
44446,"Bradford Paul ""Brad"" Cooper",18.0,160.0,72.0,AUS,1972,Munich,no medal,1,1
44463,Edmund Merriman Cooper,23.0,182.85055643879173,76.7433110367893,BER,1936,Berlin,no medal,1,1
44464,Edmund Merriman Cooper,23.0,185.22486288848262,78.87200383509108,BER,1936,Berlin,no medal,1,1
44523,Robert Stanley Cooper,22.863636363636363,172.0,74.0,GBR,1906,Athina,no medal,1,1
44527,Todd Alexander Cooper,21.0,183.0,73.0,GBR,2004,Athina,no medal,2,1
44528,Todd Alexander Cooper,25.0,183.0,73.0,GBR,2008,Beijing,no medal,2,2
44582,Pierre-Yves Copin,21.29383886255924,185.22486288848262,78.87200383509108,FRA,1972,Munich,no medal,1,1
44603,Pierre Coppieters,20.0,185.22486288848262,78.87200383509108,BEL,1928,Amsterdam,no medal,2,1
44692,Andr Cordeiro,22.0,193.0,85.0,BRA,1996,Atlanta,no medal,1,1
44711,Kevin Cordes,22.0,196.0,88.0,USA,2016,Rio de Janeiro,no medal,1,1
44712,Kevin Cordes,22.0,196.0,88.0,USA,2016,Rio de Janeiro,no medal,1,1
44713,Kevin Cordes,22.0,196.0,88.0,USA,2016,Rio de Janeiro,Gold,1,1
44755,Antonio Corell Fornet,18.0,174.0,78.0,ESP,1968,Mexico City,no medal,2,1
44756,Antonio Corell Fornet,22.0,174.0,78.0,ESP,1972,Munich,no medal,2,2
44757,Salvador Corelo,22.26939655172414,187.63761467889907,81.31415420023015,HON,1984,Los Angeles,no medal,1,1
44758,Salvador Corelo,21.865506329113924,183.47848537005163,77.81206896551724,HON,1984,Los Angeles,no medal,1,1
44759,Salvador Corelo,21.671212121212122,183.2295918367347,77.47094017094017,HON,1984,Los Angeles,no medal,1,1
44760,Salvador Corelo,21.51417004048583,183.7061310782241,77.3072033898305,HON,1984,Los Angeles,no medal,1,1
44761,Salvador Corelo,21.53074433656958,184.98881239242684,79.15698178664354,HON,1984,Los Angeles,no medal,1,1
44864,Ren Lopold Cornu,19.0,182.85055643879173,76.7433110367893,FRA,1948,London,no medal,1,1
44865,Ren Lopold Cornu,19.0,181.81048387096774,74.88191489361702,FRA,1948,London,no medal,1,1
44866,Ren Lopold Cornu,19.0,185.22486288848262,78.87200383509108,FRA,1948,London,Bronze,1,1
45027,Lorenzo Cortez,20.0,175.0,66.0,PHI,1960,Roma,no medal,1,1
45028,Lorenzo Cortez,20.0,175.0,66.0,PHI,1960,Roma,no medal,1,1
45043,Johan George Cortlever,22.0,184.52136752136752,77.05985915492958,NED,1908,London,no medal,2,1
45109,Orlando Cossani,19.0,182.00843170320405,76.69405594405595,ARG,1952,Helsinki,no medal,1,1
45112,Jos Manuel Cossio Martnon,17.0,183.0,84.0,ESP,1960,Roma,no medal,1,1
45125,Artur Manuel de Jess Arede Correia Costa,18.0,180.0,72.0,POR,1988,Seoul,no medal,2,1
45126,Artur Manuel de Jess Arede Correia Costa,22.0,180.0,72.0,POR,1992,Barcelona,no medal,2,2
45127,Artur Manuel de Jess Arede Correia Costa,22.0,180.0,72.0,POR,1992,Barcelona,no medal,2,2
45142,Fernando Eurico de Barros Oliveira da Fonseca e Costa,19.0,181.0,78.0,POR,2004,Athina,no medal,2,1
45143,Fernando Eurico de Barros Oliveira da Fonseca e Costa,23.0,181.0,78.0,POR,2008,Beijing,no medal,2,2
45181,Leonardo Jorge Costa,23.0,196.0,94.0,BRA,2000,Sydney,no medal,1,1
45182,Leonardo Jorge Costa,23.0,196.0,94.0,BRA,2000,Sydney,no medal,1,1
45241,Alin Coste,24.0,201.0,95.0,ROU,2016,Rio de Janeiro,no medal,1,1
45286,Paolo Costoli,17.0,170.0,76.7433110367893,ITA,1928,Amsterdam,no medal,2,1
45287,Paolo Costoli,17.0,170.0,78.87200383509108,ITA,1928,Amsterdam,no medal,2,1
45288,Paolo Costoli,22.0,170.0,76.7433110367893,ITA,1932,Los Angeles,no medal,2,2
45289,Paolo Costoli,22.0,170.0,74.88191489361702,ITA,1932,Los Angeles,no medal,2,2
45386,Gilles Coudray,36.0,186.23314065510598,80.04255319148936,CGO,1992,Barcelona,no medal,1,1
45401,Peter Bruce Coughlan,29.0,185.30803571428572,79.37983587338805,AUS,1976,Montreal,no medal,1,1
45402,Peter Bruce Coughlan,29.0,185.22486288848262,78.87200383509108,AUS,1976,Montreal,no medal,1,1
45403,Peter Bruce Coughlan,29.0,184.98881239242684,79.15698178664354,AUS,1976,Montreal,no medal,1,1
45421,Mohamed Coulibaly,18.0,186.23314065510598,80.04255319148936,MLI,2008,Beijing,no medal,1,1
45459,Flicien Jules mile Courbet,20.0,182.00843170320405,76.69405594405595,BEL,1908,London,no medal,3,1
45461,Flicien Jules mile Courbet,24.0,182.00843170320405,76.69405594405595,BEL,1912,Stockholm,no medal,3,2
45462,Flicien Jules mile Courbet,24.0,177.0,75.0,BEL,1912,Stockholm,no medal,3,2
45463,Flicien Jules mile Courbet,32.0,182.00843170320405,76.69405594405595,BEL,1920,Antwerpen,no medal,3,3
45464,Flicien Jules mile Courbet,32.0,177.0,75.0,BEL,1920,Antwerpen,no medal,3,3
45495,Percy Courtman,19.0,182.00843170320405,76.69405594405595,GBR,1908,London,no medal,2,1
45496,Percy Courtman,23.0,182.00843170320405,76.69405594405595,GBR,1912,Stockholm,no medal,2,2
45497,Percy Courtman,23.0,177.0,75.0,GBR,1912,Stockholm,Bronze,2,2
45551,Jos Guilherme Ferreira do Couto,18.0,192.0,82.0,POR,1996,Atlanta,no medal,3,1
45552,Jos Guilherme Ferreira do Couto,18.0,192.0,82.0,POR,1996,Atlanta,no medal,3,1
45553,Jos Guilherme Ferreira do Couto,22.0,192.0,82.0,POR,2000,Sydney,no medal,3,2
45554,Jos Guilherme Ferreira do Couto,22.0,192.0,82.0,POR,2000,Sydney,no medal,3,2
45555,Jos Guilherme Ferreira do Couto,26.0,192.0,82.0,POR,2004,Athina,no medal,3,3
45582,John William Coutts,20.0,183.2295918367347,77.47094017094017,NZL,1976,Montreal,no medal,1,1
45583,John William Coutts,20.0,180.88306451612902,75.020366598778,NZL,1976,Montreal,no medal,1,1
45676,"Robert Elmer ""Bob"" Cowell",24.0,184.52136752136752,77.05985915492958,USA,1948,London,Silver,1,1
45777,"Clarence Linden ""Buster"" Crabbe, Jr.",20.0,182.85055643879173,76.7433110367893,USA,1928,Amsterdam,no medal,2,1
45778,"Clarence Linden ""Buster"" Crabbe, Jr.",20.0,181.81048387096774,74.88191489361702,USA,1928,Amsterdam,Bronze,2,1
45779,"Clarence Linden ""Buster"" Crabbe, Jr.",24.0,182.85055643879173,76.7433110367893,USA,1932,Los Angeles,Gold,2,2
45780,"Clarence Linden ""Buster"" Crabbe, Jr.",24.0,181.81048387096774,74.88191489361702,USA,1932,Los Angeles,no medal,2,2
45828,"William Norval ""Bill"" Craig",19.0,180.0,77.0,USA,1964,Tokyo,Gold,1,1
45989,Robert Arnold Crawshaw,31.0,185.8059210526316,79.09432387312187,GBR,1900,Paris,no medal,1,1
45990,Robert Arnold Crawshaw,31.0,184.37982832618025,76.41379310344827,GBR,1900,Paris,no medal,1,1
46038,Jos Emmanuel Crescimbeni Barrantes,18.0,175.0,73.0,PER,2008,Beijing,no medal,1,1
46044,Edgar Roberto Crespo Echeverra,19.0,170.0,60.0,PAN,2008,Beijing,no medal,3,1
46045,Edgar Roberto Crespo Echeverra,23.0,170.0,60.0,PAN,2012,London,no medal,3,2
46046,Edgar Roberto Crespo Echeverra,27.0,170.0,60.0,PAN,2016,Rio de Janeiro,no medal,3,3
46208,"James Crapo ""Jim"" Cristy, Jr.",19.0,181.81048387096774,74.88191489361702,USA,1932,Los Angeles,Bronze,2,1
46209,"James Crapo ""Jim"" Cristy, Jr.",23.0,181.81048387096774,74.88191489361702,USA,1936,Berlin,no medal,2,2
46241,Ian Lowell Crocker,18.0,193.0,86.0,USA,2000,Sydney,no medal,3,1
46242,Ian Lowell Crocker,18.0,193.0,86.0,USA,2000,Sydney,Gold,3,1
46243,Ian Lowell Crocker,21.0,193.0,86.0,USA,2004,Athina,no medal,3,2
46244,Ian Lowell Crocker,21.0,193.0,86.0,USA,2004,Athina,Bronze,3,2
46245,Ian Lowell Crocker,21.0,193.0,86.0,USA,2004,Athina,Silver,3,2
46246,Ian Lowell Crocker,21.0,193.0,86.0,USA,2004,Athina,Gold,3,2
46247,Ian Lowell Crocker,25.0,193.0,86.0,USA,2008,Beijing,no medal,3,3
46248,Ian Lowell Crocker,25.0,193.0,86.0,USA,2008,Beijing,Gold,3,3
46249,Mark Anthony Crocker,16.0,187.0,68.0,HKG,1972,Munich,no medal,2,1
46250,Mark Anthony Crocker,16.0,187.0,68.0,HKG,1972,Munich,no medal,2,1
46251,Mark Anthony Crocker,16.0,187.0,68.0,HKG,1972,Munich,no medal,2,1
46252,Mark Anthony Crocker,20.0,187.0,68.0,HKG,1976,Montreal,no medal,2,2
46253,Mark Anthony Crocker,20.0,187.0,68.0,HKG,1976,Montreal,no medal,2,2
46258,Louis Croenen,18.0,186.0,79.0,BEL,2012,London,no medal,2,1
46259,Louis Croenen,22.0,186.0,79.0,BEL,2016,Rio de Janeiro,no medal,2,2
46260,Louis Croenen,22.0,186.0,79.0,BEL,2016,Rio de Janeiro,no medal,2,2
46321,Darryl Melwyn Cronje,24.0,186.23314065510598,80.04255319148936,RSA,1992,Barcelona,no medal,1,1
46322,Darryl Melwyn Cronje,24.0,187.63761467889907,81.31415420023015,RSA,1992,Barcelona,no medal,1,1
46323,Darryl Melwyn Cronje,24.0,184.98881239242684,79.15698178664354,RSA,1992,Barcelona,no medal,1,1
46409,Andrei Cross,24.0,186.0,86.0,BAR,2008,Beijing,no medal,1,1
46470,Charl Crous,21.0,194.0,88.0,RSA,2012,London,no medal,1,1
46471,Charl Crous,21.0,194.0,88.0,RSA,2012,London,no medal,1,1
46472,Jarred Crous,20.0,187.0,84.0,RSA,2016,Rio de Janeiro,no medal,1,1
46562,Antonio Cruz,16.0,175.0,65.0,GUA,1968,Mexico City,no medal,1,1
46563,Antonio Cruz,16.0,175.0,65.0,GUA,1968,Mexico City,no medal,1,1
46564,Antonio Cruz,16.0,175.0,65.0,GUA,1968,Mexico City,no medal,1,1
46606,Joaquim Pedro Cruz,13.0,170.0,61.0,MOZ,1980,Moskva,no medal,2,1
46607,Joaquim Pedro Cruz,17.0,170.0,61.0,MOZ,1984,Los Angeles,no medal,2,2
46608,Joaquim Pedro Cruz,17.0,170.0,61.0,MOZ,1984,Los Angeles,no medal,2,2
46694,Attila Csszri,18.0,184.0,72.0,HUN,1972,Munich,no medal,1,1
46695,Attila Csszri,18.0,184.0,72.0,HUN,1972,Munich,no medal,1,1
46700,Csaba Csatls,18.0,180.0,80.0,HUN,1968,Mexico City,no medal,1,1
46701,Csaba Csatls,18.0,180.0,80.0,HUN,1968,Mexico City,no medal,1,1
46702,Csaba Csatls,18.0,180.0,80.0,HUN,1968,Mexico City,no medal,1,1
46703,Csaba Csatls,18.0,180.0,80.0,HUN,1968,Mexico City,no medal,1,1
46710,"Lszl Cseh, Jr.",18.0,188.0,83.0,HUN,2004,Athina,no medal,4,1
46711,"Lszl Cseh, Jr.",18.0,188.0,83.0,HUN,2004,Athina,no medal,4,1
46712,"Lszl Cseh, Jr.",18.0,188.0,83.0,HUN,2004,Athina,Bronze,4,1
46713,"Lszl Cseh, Jr.",18.0,188.0,83.0,HUN,2004,Athina,no medal,4,1
46714,"Lszl Cseh, Jr.",22.0,188.0,83.0,HUN,2008,Beijing,Silver,4,2
46715,"Lszl Cseh, Jr.",22.0,188.0,83.0,HUN,2008,Beijing,Silver,4,2
46716,"Lszl Cseh, Jr.",22.0,188.0,83.0,HUN,2008,Beijing,Silver,4,2
46717,"Lszl Cseh, Jr.",26.0,188.0,83.0,HUN,2012,London,no medal,4,3
46718,"Lszl Cseh, Jr.",26.0,188.0,83.0,HUN,2012,London,no medal,4,3
46719,"Lszl Cseh, Jr.",26.0,188.0,83.0,HUN,2012,London,Bronze,4,3
46720,"Lszl Cseh, Jr.",26.0,188.0,83.0,HUN,2012,London,no medal,4,3
46721,"Lszl Cseh, Jr.",26.0,188.0,83.0,HUN,2012,London,no medal,4,3
46722,"Lszl Cseh, Jr.",30.0,188.0,83.0,HUN,2016,Rio de Janeiro,Silver,4,4
46723,"Lszl Cseh, Jr.",30.0,188.0,83.0,HUN,2016,Rio de Janeiro,no medal,4,4
46728,"Lszl Cseh, Sr.",16.0,180.0,78.0,HUN,1968,Mexico City,no medal,2,1
46729,"Lszl Cseh, Sr.",16.0,180.0,78.0,HUN,1968,Mexico City,no medal,2,1
46730,"Lszl Cseh, Sr.",20.0,180.0,78.0,HUN,1972,Munich,no medal,2,2
46731,"Lszl Cseh, Sr.",20.0,180.0,78.0,HUN,1972,Munich,no medal,2,2
46768,Ferenc Csk (Lengvri-),22.0,185.30803571428572,79.37983587338805,HUN,1936,Berlin,Gold,1,1
46769,Ferenc Csk (Lengvri-),22.0,185.22486288848262,78.87200383509108,HUN,1936,Berlin,Bronze,1,1
46774,Jzsef Csikny,17.0,188.0,76.0,HUN,1960,Roma,no medal,2,1
46775,Jzsef Csikny,17.0,188.0,76.0,HUN,1960,Roma,no medal,2,1
46776,Jzsef Csikny,21.0,188.0,76.0,HUN,1964,Tokyo,no medal,2,2
46777,Jzsef Csikny,21.0,188.0,76.0,HUN,1964,Tokyo,no medal,2,2
46837,Gyrgy Csords,19.0,181.81048387096774,74.88191489361702,HUN,1948,London,no medal,3,1
46838,Gyrgy Csords,23.0,182.85055643879173,76.7433110367893,HUN,1952,Helsinki,no medal,3,2
46839,Gyrgy Csords,23.0,181.81048387096774,74.88191489361702,HUN,1952,Helsinki,no medal,3,2
46840,Gyrgy Csords,23.0,185.22486288848262,78.87200383509108,HUN,1952,Helsinki,no medal,3,2
46841,Gyrgy Csords,28.0,181.81048387096774,74.88191489361702,HUN,1956,Melbourne,no medal,3,3
46842,Gyrgy Csords,28.0,185.22486288848262,78.87200383509108,HUN,1956,Melbourne,no medal,3,3
46868,Joaqun Cuadrada Esquerra,26.0,181.81048387096774,74.88191489361702,ESP,1920,Antwerpen,no medal,1,1
46962,Hugo Cuenca,17.0,180.88306451612902,75.020366598778,VEN,1976,Montreal,no medal,1,1
47055,Antonio Culebras Juliana,21.0,180.0,73.0,ESP,1972,Munich,no medal,1,1
47083,Stephen Cullen,17.0,185.0,73.0,IRL,1988,Seoul,no medal,1,1
47084,Stephen Cullen,17.0,185.0,73.0,IRL,1988,Seoul,no medal,1,1
47085,Stephen Cullen,17.0,185.0,73.0,IRL,1988,Seoul,no medal,1,1
47153,David Cummins,18.0,188.0,80.0,IRL,1980,Moskva,no medal,1,1
47154,David Cummins,18.0,188.0,80.0,IRL,1980,Moskva,no medal,1,1
47155,David Cummins,18.0,188.0,80.0,IRL,1980,Moskva,no medal,1,1
47205,Colin Cunningham,17.0,180.0,66.0,GBR,1972,Munich,no medal,1,1
47206,Colin Cunningham,17.0,180.0,66.0,GBR,1972,Munich,no medal,1,1
47207,Colin Cunningham,17.0,180.0,66.0,GBR,1972,Munich,no medal,1,1
47208,Colin Cunningham,17.0,180.0,66.0,GBR,1972,Munich,no medal,1,1
47311,Michel Currat,18.0,185.30803571428572,79.37983587338805,SUI,1952,Helsinki,no medal,1,1
47360,Jean-Pascal Curtillet,17.0,184.0,70.0,FRA,1960,Roma,no medal,2,1
47361,Jean-Pascal Curtillet,17.0,184.0,70.0,FRA,1960,Roma,no medal,2,1
47362,Jean-Pascal Curtillet,22.0,184.0,70.0,FRA,1964,Tokyo,no medal,2,2
47363,Jean-Pascal Curtillet,22.0,184.0,70.0,FRA,1964,Tokyo,no medal,2,2
47364,Jean-Pascal Curtillet,22.0,184.0,70.0,FRA,1964,Tokyo,no medal,2,2
47407,Robert Stephen Cusack,17.0,171.0,70.0,AUS,1968,Mexico City,Bronze,1,1
47408,Robert Stephen Cusack,17.0,171.0,70.0,AUS,1968,Mexico City,no medal,1,1
47409,Robert Stephen Cusack,17.0,171.0,70.0,AUS,1968,Mexico City,no medal,1,1
47410,Robert Stephen Cusack,17.0,171.0,70.0,AUS,1968,Mexico City,no medal,1,1
47510,Krzysztof Cwalina,21.0,186.0,75.0,POL,1992,Barcelona,no medal,1,1
47511,Krzysztof Cwalina,21.0,186.0,75.0,POL,1992,Barcelona,no medal,1,1
47512,Krzysztof Cwalina,21.0,186.0,75.0,POL,1992,Barcelona,no medal,1,1
47602,Attila Czene,18.0,185.0,76.0,HUN,1992,Barcelona,Bronze,3,1
47603,Attila Czene,18.0,185.0,76.0,HUN,1992,Barcelona,no medal,3,1
47604,Attila Czene,22.0,185.0,76.0,HUN,1996,Atlanta,no medal,3,2
47605,Attila Czene,22.0,185.0,76.0,HUN,1996,Atlanta,no medal,3,2
47606,Attila Czene,22.0,185.0,76.0,HUN,1996,Atlanta,Gold,3,2
47607,Attila Czene,22.0,185.0,76.0,HUN,1996,Atlanta,no medal,3,2
47608,Attila Czene,26.0,185.0,76.0,HUN,2000,Sydney,no medal,3,3
47609,Attila Czene,26.0,185.0,76.0,HUN,2000,Sydney,no medal,3,3
47617,Konrad Czerniak,23.0,193.0,78.0,POL,2012,London,no medal,2,1
47618,Konrad Czerniak,23.0,193.0,78.0,POL,2012,London,no medal,2,1
47619,Konrad Czerniak,27.0,193.0,78.0,POL,2016,Rio de Janeiro,no medal,2,2
47620,Konrad Czerniak,27.0,193.0,78.0,POL,2016,Rio de Janeiro,no medal,2,2
47621,Konrad Czerniak,27.0,193.0,78.0,POL,2016,Rio de Janeiro,no medal,2,2
47737,"Nicholas James ""Nick"" D'Arcy",25.0,182.0,76.0,AUS,2012,London,no medal,1,1
47746,Andrea Mitchell D'Arrigo,21.0,194.0,85.0,ITA,2016,Rio de Janeiro,no medal,1,1
47747,Andrea Mitchell D'Arrigo,21.0,194.0,85.0,ITA,2016,Rio de Janeiro,no medal,1,1
47846,Ilo Monteiro da Fonseca,18.0,184.52136752136752,77.05985915492958,BRA,1948,London,no medal,2,1
47847,Ilo Monteiro da Fonseca,21.0,184.52136752136752,77.05985915492958,BRA,1952,Helsinki,no medal,2,2
47852,Vtor Manuel Ferreira da Fonseca,18.0,165.0,69.0,POR,1964,Tokyo,no medal,1,1
47956,Lenidas Francisco Marques da Silva,22.0,185.30803571428572,79.37983587338805,BRA,1936,Berlin,no medal,1,1
47957,Lenidas Francisco Marques da Silva,22.0,185.22486288848262,78.87200383509108,BRA,1936,Berlin,no medal,1,1
48147,tienne Dagon,23.0,179.0,74.0,SUI,1984,Los Angeles,no medal,2,1
48148,tienne Dagon,23.0,179.0,74.0,SUI,1984,Los Angeles,Bronze,2,1
48149,tienne Dagon,23.0,179.0,74.0,SUI,1984,Los Angeles,no medal,2,1
48150,tienne Dagon,28.0,179.0,74.0,SUI,1988,Seoul,no medal,2,2
48151,tienne Dagon,28.0,179.0,74.0,SUI,1988,Seoul,no medal,2,2
48152,tienne Dagon,28.0,179.0,74.0,SUI,1988,Seoul,no medal,2,2
48202,Sren Dahl,23.0,193.0,86.0,DEN,2016,Rio de Janeiro,no medal,1,1
48314,Dai Jun,20.0,181.0,75.0,CHN,2012,London,no medal,2,2
48315,Dai Jun,20.0,181.0,75.0,CHN,2012,London,Bronze,2,2
48322,Sofiane Daid,21.0,183.0,78.0,ALG,2004,Athina,no medal,2,1
48323,Sofiane Daid,21.0,183.0,78.0,ALG,2004,Athina,no medal,2,1
48324,Sofiane Daid,25.0,183.0,78.0,ALG,2008,Beijing,no medal,2,2
48325,Sofiane Daid,25.0,183.0,78.0,ALG,2008,Beijing,no medal,2,2
48395,Troy Lane Dalbey,19.0,190.0,77.0,USA,1988,Seoul,no medal,1,1
48396,Troy Lane Dalbey,19.0,190.0,77.0,USA,1988,Seoul,Gold,1,1
48397,Troy Lane Dalbey,19.0,190.0,77.0,USA,1988,Seoul,Gold,1,1
48416,Euan Dale,22.0,183.0,74.0,GBR,2008,Beijing,no medal,1,1
48418,Peter Richard Dale,20.0,187.0,78.0,AUS,1984,Los Angeles,no medal,1,1
48419,Peter Richard Dale,20.0,187.0,78.0,AUS,1984,Los Angeles,no medal,1,1
48506,Omar Dallal,15.0,182.85055643879173,76.7433110367893,JOR,1996,Atlanta,no medal,1,1
48615,John Daly,19.0,183.2295918367347,77.47094017094017,PUR,1976,Montreal,no medal,3,1
48616,John Daly,19.0,180.88306451612902,75.020366598778,PUR,1976,Montreal,no medal,3,1
48617,John Daly,19.0,184.98881239242684,79.15698178664354,PUR,1976,Montreal,no medal,3,1
48632,Hans Peter Ludvig Dam,22.0,185.30803571428572,79.37983587338805,DEN,1906,Athina,no medal,2,1
